52,25,0,2
52,25,0,12
52,25,0,22
52,25,0,32
51,25,0,42
50,90,0,52
49,90,0,62
33,-25,3,0
33,-25,13,0
32,-25,23,0
32,-25,33,0
32,-25,43,0
32,-90,53,0
32,-90,63,0
32,-90,73,0
48,25,0,7
52,25,0,17
52,25,0,27
51,25,0,37
45,25,0,47
39,-25,2,0
33,-25,12,0
33,-25,22,0
33,-25,32,0
33,-25,42,0
33,-90,52,0
33,-90,62,0
48,25,0,5
50,25,0,15
49,25,0,25
43,25,0,35
35,-25,8,0
35,-25,18,0
39,-25,28,1
43,25,0,11
45,25,0,21
38,-25,4,0
34,-25,14,0
34,-25,24,0
39,-25,34,0
44,25,0,10
43,25,0,20
36,-25,6,0
38,-25,16,0
42,25,0,8
41,25,0,18
35,-25,8,0
36,-25,18,0
40,25,0,2
46,25,0,12
46,25,0,22
40,25,0,0
34,-25,10,0
34,-25,20,0
39,-25,30,0
45,25,0,10
43,25,0,20
39,-25,2,0
34,-25,12,0
34,-25,22,0
38,-25,32,0
45,25,0,8
46,25,0,18
40,25,0,0
34,-25,10,0
35,-25,20,0
39,-25,30,1
46,25,0,11
45,25,0,21
39,-25,1,0
34,-25,11,0
34,-25,21,0
39,-25,31,0
44,25,0,10
41,25,0,20
37,-25,7,0
37,-25,17,0
42,25,0,8
39,-25,1,0
35,-25,11,0
37,-25,21,0
42,25,0,4
46,25,0,14
44,25,0,24
39,-25,3,0
35,-25,13,0
36,-25,23,0
41,25,0,4
47,25,0,14
43,25,0,24
38,-25,5,0
39,-25,15,0
52,25,0,10
54,25,0,20
46,25,0,30
32,-25,7,0
33,-25,17,0
30,-25,27,0
33,-25,37,0
32,-25,48,0
33,-90,58,0
33,-90,68,0
31,-90,78,0
32,-90,88,0
32,-90,98,0
33,-90,108,0
33,-90,118,0
34,-90,128,0
37,-90,138,1
54,25,0,11
55,25,0,21
53,25,0,31
40,25,0,0
29,-25,10,0
29,-25,20,0
28,-25,30,0
29,-25,40,0
28,-90,50,0
29,-90,60,0
26,-90,71,0
48,25,0,8
46,25,0,18
46,25,0,28
46,25,0,38
33,-25,2,0
25,-25,12,0
27,-25,22,0
27,-25,32,0
25,-25,42,0
34,-90,52,0
51,25,0,5
55,25,0,15
52,25,0,25
51,25,0,35
52,25,0,45
43,90,0,55
29,-25,9,0
31,-25,19,0
28,-25,29,0
28,-25,39,0
27,-90,50,0
28,-90,60,0
28,-90,70,0
29,-90,80,0
30,-90,90,0
30,-90,100,0
32,-90,110,0
32,-90,120,0
35,-90,130,0
31,-90,140,0
22,-90,150,0
24,-90,160,0
52,25,0,5
54,25,0,15
55,25,0,25
52,25,0,35
38,-25,4,0
24,-25,14,0
20,-25,24,0
24,-25,35,0
22,-25,45,0
30,-90,55,0
34,-90,65,0
43,25,0,1
55,25,0,11
54,25,0,22
55,25,0,32
51,25,0,42
36,-25,3,0
32,-25,13,0
31,-25,23,0
29,-25,33,0
30,-25,43,0
29,-90,53,0
31,-90,63,0
49,25,0,6
57,25,0,16
58,25,0,26
60,25,0,36
51,25,0,46
52,90,0,56
54,90,0,66
53,90,0,76
50,90,0,86
47,90,0,96
38,-25,1,0
29,-25,11,0
28,-25,21,0
29,-25,31,0
33,-25,41,0
43,25,0,6
45,25,0,16
47,25,0,26
51,25,0,36
51,25,0,46
50,90,0,56
51,90,0,66
51,90,0,76
31,-25,5,0
32,-25,15,0
30,-25,25,0
31,-25,36,0
30,-25,46,0
30,-90,56,0
31,-90,66,0
50,25,0,3
52,25,0,13
50,25,0,24
54,25,0,34
53,25,0,44
52,90,0,54
53,90,0,64
42,90,0,74
33,-25,9,0
33,-25,19,0
33,-25,29,0
33,-25,39,0
32,-25,49,0
33,-90,59,0
33,-90,69,0
51,25,0,5
53,25,0,15
51,25,0,25
51,25,0,35
52,25,0,45
39,-25,1,0
33,-25,11,0
33,-25,21,0
32,-25,31,0
32,-25,41,0
31,-90,51,0
32,-90,61,0
48,25,0,5
48,25,0,15
48,25,0,25
52,25,0,35
51,25,0,45
51,90,0,55
42,90,0,65
33,-25,9,0
33,-25,19,0
33,-25,29,0
33,-25,40,0
33,-90,50,0
33,-90,60,0
53,25,0,4
52,25,0,14
53,25,0,24
53,25,0,35
53,25,0,45
50,90,0,55
45,90,0,65
32,-25,7,0
31,-25,17,0
32,-25,27,0
31,-25,37,0
32,-25,47,0
32,-90,57,0
31,-90,67,0
33,-90,77,0
45,25,0,3
51,25,0,13
51,25,0,23
52,25,0,33
51,25,0,43
50,90,0,53
50,90,0,63
33,-25,5,0
32,-25,15,0
32,-25,25,0
32,-25,35,0
33,-25,45,0
31,-90,55,0
32,-90,65,0
34,-90,75,0
51,25,0,9
52,25,0,19
51,25,0,29
52,25,0,39
51,25,0,49
52,90,0,59
52,90,0,69
34,-25,4,0
33,-25,14,0
33,-25,25,0
32,-25,35,0
31,-25,45,0
32,-90,55,0
32,-90,65,0
44,25,0,2
53,25,0,13
52,25,0,23
52,25,0,33
51,25,0,43
52,90,0,53
44,90,0,63
33,-25,7,0
32,-25,17,0
32,-25,27,0
32,-25,37,0
32,-25,47,0
30,-90,57,0
32,-90,67,0
32,-90,77,0
49,25,0,6
50,25,0,16
51,25,0,26
52,25,0,36
53,25,0,46
52,90,0,56
53,90,0,67
38,-25,1,0
33,-25,11,0
33,-25,21,0
33,-25,31,0
34,-25,41,0
33,-90,51,0
33,-90,61,0
51,25,0,5
51,25,0,15
52,25,0,25
58,25,0,35
57,25,0,45
57,90,0,55
54,90,0,65
33,-25,2,0
31,-25,12,0
32,-25,22,0
32,-25,32,0
32,-25,42,0
